Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
7130,CA-2017-166282,16/04/2017,22/04/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee,37211,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168
7131,CA-2017-166282,16/04/2017,22/04/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,123.088
7132,CA-2018-141439,26/11/2018,01/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,257.94
7133,CA-2018-141439,26/11/2018,01/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96
7134,CA-2018-141439,26/11/2018,01/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46
7135,CA-2018-141439,26/11/2018,01/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98
7136,CA-2018-141439,26/11/2018,01/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,828.6
7137,CA-2016-163965,20/11/2016,27/11/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23
7138,CA-2016-163965,20/11/2016,27/11/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,17.44
7139,CA-2016-163965,20/11/2016,27/11/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,62.88
7140,CA-2016-163965,20/11/2016,27/11/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180,South,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,290.352
7141,CA-2018-128783,07/09/2018,07/09/2018,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Saint Charles,Missouri,63301,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52
7142,CA-2018-128783,07/09/2018,07/09/2018,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Saint Charles,Missouri,63301,Central,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135.3
7143,CA-2015-122217,24/11/2015,29/11/2015,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",111.15
7144,US-2018-141558,11/03/2018,16/03/2018,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,776.85
7145,US-2018-141558,11/03/2018,16/03/2018,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.294
7146,US-2018-141558,11/03/2018,16/03/2018,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,154.764
7147,US-2018-141558,11/03/2018,16/03/2018,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,43.28
7148,CA-2017-139941,12/06/2017,17/06/2017,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Long Beach,New York,11561,East,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",92.94
7149,CA-2017-139941,12/06/2017,17/06/2017,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Long Beach,New York,11561,East,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,52.56
7150,CA-2016-166583,26/06/2016,30/06/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,971.88
7151,CA-2018-100412,22/12/2018,26/12/2018,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Tuscaloosa,Alabama,35401,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",141.96
7152,CA-2018-142909,22/12/2018,25/12/2018,Second Class,AG-10330,Alex Grayson,Consumer,United States,Mesa,Arizona,85204,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",182.55
7153,CA-2015-137911,09/10/2015,15/10/2015,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768
7154,CA-2016-106208,10/12/2016,15/12/2016,Standard Class,JW-16075,Julia West,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,53.088
7155,US-2016-136749,25/12/2016,27/12/2016,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,275.88
7156,US-2016-136749,25/12/2016,27/12/2016,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,157.9
7157,CA-2018-126718,29/04/2018,04/05/2018,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Orange,New Jersey,7050,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91
7158,CA-2017-131380,28/03/2017,31/03/2017,Second Class,CC-12220,Chris Cortes,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92
7159,CA-2017-131380,28/03/2017,31/03/2017,Second Class,CC-12220,Chris Cortes,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,5.98
7160,CA-2016-145835,13/05/2016,18/05/2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Chicago,Illinois,60623,Central,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384
7161,CA-2016-145835,13/05/2016,18/05/2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Chicago,Illinois,60623,Central,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,16
7162,CA-2015-138709,04/07/2015,09/07/2015,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223,South,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,21.84
7163,CA-2015-138709,04/07/2015,09/07/2015,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,15.6
7164,CA-2015-122070,22/04/2015,24/04/2015,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Troy,New York,12180,East,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,247.84
7165,CA-2015-122070,22/04/2015,24/04/2015,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Troy,New York,12180,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",9.912
7166,CA-2017-158610,19/09/2017,22/09/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Providence,Rhode Island,2908,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,69.52
7167,CA-2015-117464,22/07/2015,24/07/2015,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003190,Office Supplies,Art,Newell 32,11.52
7168,CA-2015-117464,22/07/2015,24/07/2015,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72
7169,CA-2015-117464,22/07/2015,24/07/2015,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,236.5
7170,CA-2015-117464,22/07/2015,24/07/2015,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,170.352
7171,US-2018-168613,08/10/2018,14/10/2018,Standard Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,145.764
7172,CA-2018-125381,25/04/2018,27/04/2018,Second Class,SG-20605,Speros Goranitis,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97
7173,US-2018-141677,26/03/2018,30/03/2018,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,143.96
7174,US-2018-141677,26/03/2018,30/03/2018,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,2399.96
7175,US-2018-141677,26/03/2018,30/03/2018,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.352
7176,US-2018-141677,26/03/2018,30/03/2018,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168
7177,US-2018-141677,26/03/2018,30/03/2018,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",32.232
7178,CA-2018-133067,04/05/2018,10/05/2018,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",2.202
7179,CA-2018-133067,04/05/2018,10/05/2018,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",9.396
7180,US-2017-144351,14/11/2017,18/11/2017,Standard Class,RC-19960,Ryan Crowe,Consumer,United States,Baltimore,Maryland,21215,East,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",89.97
7181,CA-2015-106054,06/01/2015,07/01/2015,First Class,JO-15145,Jack O'Briant,Corporate,United States,Athens,Georgia,30605,South,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",12.78
7182,CA-2017-138667,27/12/2017,30/12/2017,Second Class,MW-18220,Mitch Webber,Consumer,United States,Lancaster,Ohio,43130,East,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,40
7183,CA-2018-150609,30/04/2018,04/05/2018,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Los Angeles,California,90032,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24
7184,CA-2018-128853,21/04/2018,23/04/2018,First Class,JM-15250,Janet Martin,Consumer,United States,Baltimore,Maryland,21215,East,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",908.82
7185,CA-2018-133102,17/08/2018,24/08/2018,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,5.552
7186,CA-2018-133102,17/08/2018,24/08/2018,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016
7187,CA-2018-133102,17/08/2018,24/08/2018,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,74.592
7188,CA-2018-133102,17/08/2018,24/08/2018,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,16.784
7189,CA-2018-133102,17/08/2018,24/08/2018,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,38.864
7190,CA-2017-164399,12/11/2017,15/11/2017,First Class,DW-13480,Dianna Wilson,Home Office,United States,San Diego,California,92024,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,203.976
7191,CA-2017-164399,12/11/2017,15/11/2017,First Class,DW-13480,Dianna Wilson,Home Office,United States,San Diego,California,92024,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,674.352
7192,CA-2017-116918,01/10/2017,06/10/2017,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,33012,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,5.388
7193,CA-2017-116918,01/10/2017,06/10/2017,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,33012,South,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,30.976
7194,CA-2017-110492,12/02/2017,14/02/2017,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1350.12
7195,CA-2017-110492,12/02/2017,14/02/2017,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92
7196,CA-2017-147683,13/11/2017,17/11/2017,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98103,West,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,19.54
7197,CA-2015-116785,26/04/2015,30/04/2015,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4
7198,CA-2015-116785,26/04/2015,30/04/2015,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,OFF-LA-10000305,Office Supplies,Labels,Avery 495,12.6
7199,US-2016-156797,11/08/2016,15/08/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035,East,OFF-AR-10001427,Office Supplies,Art,Newell 330,11.96
7200,US-2016-156797,11/08/2016,15/08/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,138
7201,CA-2017-104276,27/11/2017,03/12/2017,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,Florida,33311,South,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,116.76
7202,CA-2017-104276,27/11/2017,03/12/2017,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,331.023
7203,CA-2017-120369,28/10/2017,28/10/2017,Same Day,VB-21745,Victoria Brennan,Corporate,United States,Rochester,New York,14609,East,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8
7204,CA-2015-118276,29/12/2015,02/01/2016,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Saint Charles,Illinois,60174,Central,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",8.736
7205,CA-2016-136658,10/09/2016,17/09/2016,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,New York City,New York,10024,East,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,6.08
7206,CA-2018-137414,02/10/2018,06/10/2018,Standard Class,CM-12115,Chad McGuire,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46
7207,CA-2018-137414,02/10/2018,06/10/2018,Standard Class,CM-12115,Chad McGuire,Consumer,United States,San Francisco,California,94109,West,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,369.16
7208,CA-2017-143476,11/09/2017,13/09/2017,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912
7209,CA-2017-143476,11/09/2017,13/09/2017,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,20.736
7210,CA-2017-143476,11/09/2017,13/09/2017,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),9.568
7211,US-2017-119046,02/06/2017,06/06/2017,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98115,West,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18
7212,US-2017-119046,02/06/2017,06/06/2017,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98115,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",51.648
7213,US-2017-119046,02/06/2017,06/06/2017,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232
7214,CA-2018-154949,15/10/2018,19/10/2018,Standard Class,MC-17275,Marc Crier,Consumer,United States,Camarillo,California,93010,West,OFF-LA-10002034,Office Supplies,Labels,Avery 478,14.73
7215,CA-2016-103072,27/09/2016,30/09/2016,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Detroit,Michigan,48205,Central,OFF-AR-10000127,Office Supplies,Art,Newell 321,16.4
7216,CA-2016-103072,27/09/2016,30/09/2016,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Detroit,Michigan,48205,Central,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,25.92
7217,CA-2016-150770,03/05/2016,06/05/2016,First Class,LC-16870,Lena Cacioppo,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,8.82
7218,CA-2016-150770,03/05/2016,06/05/2016,First Class,LC-16870,Lena Cacioppo,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,62.496
7219,CA-2016-150770,03/05/2016,06/05/2016,First Class,LC-16870,Lena Cacioppo,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96
7220,CA-2016-150770,03/05/2016,06/05/2016,First Class,LC-16870,Lena Cacioppo,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,49.568
7221,CA-2018-154760,09/01/2018,13/01/2018,Standard Class,BP-11290,Beth Paige,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,274.491
7222,US-2018-104437,27/01/2018,31/01/2018,Standard Class,TG-21310,Toby Gnade,Consumer,United States,New York City,New York,10035,East,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,137.94
7223,CA-2018-113075,02/09/2018,06/09/2018,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Chicago,Illinois,60623,Central,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,40.68
7224,CA-2017-109953,14/07/2017,18/07/2017,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,110.376
7225,CA-2017-109953,14/07/2017,18/07/2017,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,151.62
7226,CA-2017-109953,14/07/2017,18/07/2017,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,30.8
7227,CA-2018-127397,24/02/2018,28/02/2018,Standard Class,ES-14080,Erin Smith,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92
7228,CA-2018-127397,24/02/2018,28/02/2018,Standard Class,ES-14080,Erin Smith,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1319.8
7229,CA-2015-157546,20/07/2015,22/07/2015,First Class,RD-19720,Roger Demir,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,89.712
7230,CA-2015-157546,20/07/2015,22/07/2015,First Class,RD-19720,Roger Demir,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83
7231,CA-2018-153843,13/03/2018,15/03/2018,First Class,SC-20380,Shahid Collister,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,30.88
7232,CA-2018-153843,13/03/2018,15/03/2018,First Class,SC-20380,Shahid Collister,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16
7233,CA-2018-153843,13/03/2018,15/03/2018,First Class,SC-20380,Shahid Collister,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,27.12
7234,CA-2017-137337,08/03/2017,12/03/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York,10011,East,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,113.6
7235,CA-2017-137337,08/03/2017,12/03/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,12.96
7236,CA-2017-137337,08/03/2017,12/03/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York,10011,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456
7237,CA-2015-138737,07/12/2015,10/12/2015,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003190,Office Supplies,Art,Newell 32,8.64
7238,CA-2017-164924,10/07/2017,10/07/2017,Same Day,EA-14035,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-MA-10000904,Technology,Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.991
7239,CA-2017-101651,24/12/2017,30/12/2017,Standard Class,SC-20305,Sean Christensen,Consumer,United States,San Jose,California,95123,West,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",43.96
7240,CA-2017-101651,24/12/2017,30/12/2017,Standard Class,SC-20305,Sean Christensen,Consumer,United States,San Jose,California,95123,West,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,39.76
7241,CA-2018-136651,23/04/2018,25/04/2018,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",66.36
7242,CA-2018-136651,23/04/2018,25/04/2018,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,91104,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,92.88
7243,CA-2018-136651,23/04/2018,25/04/2018,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14
7244,CA-2018-118892,17/08/2018,22/08/2018,Second Class,TP-21415,Tom Prescott,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,4416.174
7245,US-2018-151127,22/05/2018,25/05/2018,First Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,49.56
7246,CA-2018-145807,09/02/2018,13/02/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9
7247,US-2015-127978,03/03/2015,08/03/2015,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Columbus,Ohio,43229,East,OFF-LA-10000305,Office Supplies,Labels,Avery 495,15.12
7248,US-2015-127978,03/03/2015,08/03/2015,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Columbus,Ohio,43229,East,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,302.45
7249,US-2015-127978,03/03/2015,08/03/2015,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Columbus,Ohio,43229,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,44.672
7250,CA-2016-158491,04/06/2016,09/06/2016,Second Class,BP-11155,Becky Pak,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,119.98
7251,CA-2016-158491,04/06/2016,09/06/2016,Second Class,BP-11155,Becky Pak,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,989.97
